"","region","category","language","mother_tongue","most_at_home","most_at_work","lang_known"
"6391","Windsor","Non-Official & Non-Aboriginal languages","Swahili",200,75,0,335
"6392","Barrie","Non-Official & Non-Aboriginal languages","Swahili",15,10,0,110
"6393","Greater Sudbury","Non-Official & Non-Aboriginal languages","Swahili",20,0,0,45
"6394","Thunder Bay","Non-Official & Non-Aboriginal languages","Swahili",0,0,0,10
"6395","Winnipeg","Non-Official & Non-Aboriginal languages","Swahili",825,465,0,1835
"6396","Regina","Non-Official & Non-Aboriginal languages","Swahili",200,110,0,495
"6397","Saskatoon","Non-Official & Non-Aboriginal languages","Swahili",165,60,0,275
"6398","Lethbridge","Non-Official & Non-Aboriginal languages","Swahili",90,55,0,185
"6399","Calgary","Non-Official & Non-Aboriginal languages","Swahili",795,350,20,2420
"6400","Edmonton","Non-Official & Non-Aboriginal languages","Swahili",1245,585,0,3535
"6401","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Swahili",1590,555,0,4375
"6402","Kelowna","Non-Official & Non-Aboriginal languages","Swahili",15,0,0,20
"6403","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Swahili",50,15,0,125
"6404","Vancouver","Non-Official & Non-Aboriginal languages","Swahili",585,155,0,2655
"6405","Victoria","Non-Official & Non-Aboriginal languages","Swahili",65,20,0,275
"6406","St. John's","Aboriginal languages","Swampy Cree",0,0,0,0
"6407","Halifax","Aboriginal languages","Swampy Cree",5,0,0,0
"6408","Moncton","Aboriginal languages","Swampy Cree",0,0,0,0
"6409","Saint John","Aboriginal languages","Swampy Cree",0,0,0,0
"6410","Saguenay","Aboriginal languages","Swampy Cree",0,0,0,0
"6411","Québec","Aboriginal languages","Swampy Cree",0,0,0,0
"6412","Sherbrooke","Aboriginal languages","Swampy Cree",0,0,0,0
"6413","Trois-Rivières","Aboriginal languages","Swampy Cree",0,0,0,0
"6414","Montréal","Aboriginal languages","Swampy Cree",0,0,0,0
"6415","Kingston","Aboriginal languages","Swampy Cree",5,5,10,15
"6416","Belleville","Aboriginal languages","Swampy Cree",0,0,0,0
"6417","Peterborough","Aboriginal languages","Swampy Cree",0,0,0,0
"6418","Oshawa","Aboriginal languages","Swampy Cree",0,0,0,15
"6419","Toronto","Aboriginal languages","Swampy Cree",30,5,0,30
"6420","Hamilton","Aboriginal languages","Swampy Cree",0,0,0,10
"6421","St. Catharines - Niagara","Aboriginal languages","Swampy Cree",0,0,0,0
"6422","Kitchener - Cambridge - Waterloo","Aboriginal languages","Swampy Cree",5,0,0,0
"6423","Brantford","Aboriginal languages","Swampy Cree",0,0,0,0
"6424","Guelph","Aboriginal languages","Swampy Cree",0,0,0,0
"6425","London","Aboriginal languages","Swampy Cree",0,0,0,10
"6426","Windsor","Aboriginal languages","Swampy Cree",0,0,0,0
"6427","Barrie","Aboriginal languages","Swampy Cree",0,0,0,0
"6428","Greater Sudbury","Aboriginal languages","Swampy Cree",10,0,0,20
"6429","Thunder Bay","Aboriginal languages","Swampy Cree",25,5,0,10
"6430","Winnipeg","Aboriginal languages","Swampy Cree",330,50,0,500
"6431","Regina","Aboriginal languages","Swampy Cree",10,5,0,40
"6432","Saskatoon","Aboriginal languages","Swampy Cree",50,15,0,115
"6433","Lethbridge","Aboriginal languages","Swampy Cree",0,0,0,0
"6434","Calgary","Aboriginal languages","Swampy Cree",10,0,0,10
"6435","Edmonton","Aboriginal languages","Swampy Cree",25,0,0,30
"6436","Ottawa - Gatineau","Aboriginal languages","Swampy Cree",30,10,0,55
"6437","Kelowna","Aboriginal languages","Swampy Cree",0,0,0,0
"6438","Abbotsford - Mission","Aboriginal languages","Swampy Cree",0,0,0,0
"6439","Vancouver","Aboriginal languages","Swampy Cree",15,0,0,20
"6440","Victoria","Aboriginal languages","Swampy Cree",0,0,0,0
"6441","St. John's","Non-Official & Non-Aboriginal languages","Swedish",10,5,0,30
"6442","Halifax","Non-Official & Non-Aboriginal languages","Swedish",60,5,0,175
"6443","Moncton","Non-Official & Non-Aboriginal languages","Swedish",5,5,0,20
"6444","Saint John","Non-Official & Non-Aboriginal languages","Swedish",10,0,0,15
"6445","Saguenay","Non-Official & Non-Aboriginal languages","Swedish",5,0,0,10
"6446","Québec","Non-Official & Non-Aboriginal languages","Swedish",35,5,0,120
"6447","Sherbrooke","Non-Official & Non-Aboriginal languages","Swedish",0,0,0,35
"6448","Trois-Rivières","Non-Official & Non-Aboriginal languages","Swedish",5,0,0,10
"6449","Montréal","Non-Official & Non-Aboriginal languages","Swedish",450,80,15,1235
"6450","Kingston","Non-Official & Non-Aboriginal languages","Swedish",35,5,0,85
"6451","Belleville","Non-Official & Non-Aboriginal languages","Swedish",15,0,0,40
"6452","Peterborough","Non-Official & Non-Aboriginal languages","Swedish",25,0,0,45
"6453","Oshawa","Non-Official & Non-Aboriginal languages","Swedish",55,5,0,105
"6454","Toronto","Non-Official & Non-Aboriginal languages","Swedish",1140,220,25,2575
"6455","Hamilton","Non-Official & Non-Aboriginal languages","Swedish",110,15,10,300
"6456","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Swedish",70,10,0,120
"6457","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Swedish",65,15,0,140
"6458","Brantford","Non-Official & Non-Aboriginal languages","Swedish",10,0,0,20
"6459","Guelph","Non-Official & Non-Aboriginal languages","Swedish",25,0,0,45
"6460","London","Non-Official & Non-Aboriginal languages","Swedish",75,10,10,205
"6461","Windsor","Non-Official & Non-Aboriginal languages","Swedish",15,0,0,40
"6462","Barrie","Non-Official & Non-Aboriginal languages","Swedish",30,5,0,115
"6463","Greater Sudbury","Non-Official & Non-Aboriginal languages","Swedish",20,5,0,10
"6464","Thunder Bay","Non-Official & Non-Aboriginal languages","Swedish",45,0,0,60
"6465","Winnipeg","Non-Official & Non-Aboriginal languages","Swedish",100,5,0,195
"6466","Regina","Non-Official & Non-Aboriginal languages","Swedish",15,0,0,35
"6467","Saskatoon","Non-Official & Non-Aboriginal languages","Swedish",45,5,0,90
"6468","Lethbridge","Non-Official & Non-Aboriginal languages","Swedish",20,0,0,25
"6469","Calgary","Non-Official & Non-Aboriginal languages","Swedish",295,50,0,640
"6470","Edmonton","Non-Official & Non-Aboriginal languages","Swedish",265,65,0,580
"6471","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Swedish",305,65,0,645
"6472","Kelowna","Non-Official & Non-Aboriginal languages","Swedish",100,5,0,195
"6473","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Swedish",70,10,0,105
"6474","Vancouver","Non-Official & Non-Aboriginal languages","Swedish",1290,220,30,2765
"6475","Victoria","Non-Official & Non-Aboriginal languages","Swedish",180,10,0,360
"6476","St. John's","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",470,205,0,530
"6477","Halifax","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",1415,820,10,2155
"6478","Moncton","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",295,75,0,455
"6479","Saint John","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",200,95,15,145
"6480","Saguenay","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",10,5,0,30
"6481","Québec","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",100,25,0,115
"6482","Sherbrooke","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",40,5,0,30
"6483","Trois-Rivières","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",30,20,0,25
"6484","Montréal","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",14865,7750,110,25565
"6485","Kingston","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",410,140,0,560
"6486","Belleville","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",175,65,0,260
"6487","Peterborough","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",165,70,0,310
"6488","Oshawa","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",2110,640,10,2910
"6489","Toronto","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",136110,63985,985,193475
"6490","Hamilton","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",5575,2460,40,7975
"6491","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",1870,755,10,2615
"6492","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",1700,640,0,2355
"6493","Brantford","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",420,160,0,615
"6494","Guelph","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",1590,700,10,2160
"6495","London","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",1535,620,15,2360
"6496","Windsor","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",1840,830,10,2490
"6497","Barrie","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",660,210,0,1055
"6498","Greater Sudbury","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",165,80,0,255
"6499","Thunder Bay","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",195,65,0,235
"6500","Winnipeg","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",44600,23565,420,58755
"6501","Regina","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",5180,3210,30,7535
"6502","Saskatoon","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",6970,3915,70,10005
"6503","Lethbridge","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",1055,555,0,1530
"6504","Calgary","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",40960,23010,305,57570
"6505","Edmonton","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",36755,20765,305,50715
"6506","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",6275,2780,30,9530
"6507","Kelowna","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",1015,365,10,1420
"6508","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",970,330,0,1420
"6509","Vancouver","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",66825,30695,635,96290
"6510","Victoria","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)",3310,1420,20,4765
"6511","St. John's","Aboriginal languages","Tahltan",0,0,0,0
"6512","Halifax","Aboriginal languages","Tahltan",0,0,0,0
"6513","Moncton","Aboriginal languages","Tahltan",0,0,0,0
"6514","Saint John","Aboriginal languages","Tahltan",0,0,0,0
"6515","Saguenay","Aboriginal languages","Tahltan",0,0,0,0
"6516","Québec","Aboriginal languages","Tahltan",0,0,0,0
"6517","Sherbrooke","Aboriginal languages","Tahltan",0,0,0,0
"6518","Trois-Rivières","Aboriginal languages","Tahltan",0,0,0,0
"6519","Montréal","Aboriginal languages","Tahltan",0,0,0,0
"6520","Kingston","Aboriginal languages","Tahltan",0,0,0,0
"6521","Belleville","Aboriginal languages","Tahltan",0,0,0,0
"6522","Peterborough","Aboriginal languages","Tahltan",0,0,0,0
"6523","Oshawa","Aboriginal languages","Tahltan",0,0,0,0
"6524","Toronto","Aboriginal languages","Tahltan",0,0,0,0
"6525","Hamilton","Aboriginal languages","Tahltan",0,0,0,0
"6526","St. Catharines - Niagara","Aboriginal languages","Tahltan",0,0,0,0
"6527","Kitchener - Cambridge - Waterloo","Aboriginal languages","Tahltan",0,0,0,0
"6528","Brantford","Aboriginal languages","Tahltan",0,0,0,0
"6529","Guelph","Aboriginal languages","Tahltan",0,0,0,0
"6530","London","Aboriginal languages","Tahltan",0,0,0,0
"6531","Windsor","Aboriginal languages","Tahltan",0,0,0,0
"6532","Barrie","Aboriginal languages","Tahltan",0,0,0,0
"6533","Greater Sudbury","Aboriginal languages","Tahltan",0,0,0,0
"6534","Thunder Bay","Aboriginal languages","Tahltan",0,0,0,0
"6535","Winnipeg","Aboriginal languages","Tahltan",0,0,0,0
"6536","Regina","Aboriginal languages","Tahltan",0,0,0,0
"6537","Saskatoon","Aboriginal languages","Tahltan",0,0,0,0
"6538","Lethbridge","Aboriginal languages","Tahltan",0,0,0,0
"6539","Calgary","Aboriginal languages","Tahltan",0,0,0,0
"6540","Edmonton","Aboriginal languages","Tahltan",0,0,0,0
"6541","Ottawa - Gatineau","Aboriginal languages","Tahltan",0,0,0,0
"6542","Kelowna","Aboriginal languages","Tahltan",5,0,0,0
"6543","Abbotsford - Mission","Aboriginal languages","Tahltan",0,0,0,0
"6544","Vancouver","Aboriginal languages","Tahltan",0,0,0,10
"6545","Victoria","Aboriginal languages","Tahltan",0,0,0,0
"6546","St. John's","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6547","Halifax","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6548","Moncton","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6549","Saint John","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6550","Saguenay","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6551","Québec","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6552","Sherbrooke","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6553","Trois-Rivières","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6554","Montréal","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",5,0,0,0
"6555","Kingston","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6556","Belleville","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6557","Peterborough","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6558","Oshawa","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6559","Toronto","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",20,10,0,30
"6560","Hamilton","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6561","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6562","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6563","Brantford","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6564","Guelph","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6565","London","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6566","Windsor","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6567","Barrie","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6568","Greater Sudbury","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6569","Thunder Bay","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6570","Winnipeg","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",5,0,0,10
"6571","Regina","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6572","Saskatoon","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6573","Lethbridge","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6574","Calgary","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",10,5,0,10
"6575","Edmonton","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",15,5,0,20
"6576","Ottawa - Gatineau","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6577","Kelowna","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6578","Abbotsford - Mission","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,10
"6579","Vancouver","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",15,5,0,10
"6580","Victoria","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e",0,0,0,0
"6581","St. John's","Non-Official & Non-Aboriginal languages","Tamil",80,35,0,180
"6582","Halifax","Non-Official & Non-Aboriginal languages","Tamil",260,120,0,365
"6583","Moncton","Non-Official & Non-Aboriginal languages","Tamil",25,5,0,30
"6584","Saint John","Non-Official & Non-Aboriginal languages","Tamil",15,5,0,20
"6585","Saguenay","Non-Official & Non-Aboriginal languages","Tamil",0,0,0,0
"6586","Québec","Non-Official & Non-Aboriginal languages","Tamil",15,5,0,10
"6587","Sherbrooke","Non-Official & Non-Aboriginal languages","Tamil",15,5,0,20
"6588","Trois-Rivières","Non-Official & Non-Aboriginal languages","Tamil",0,5,0,0
"6589","Montréal","Non-Official & Non-Aboriginal languages","Tamil",13490,10670,145,17130
"6590","Kingston","Non-Official & Non-Aboriginal languages","Tamil",105,30,0,180
"6591","Belleville","Non-Official & Non-Aboriginal languages","Tamil",60,40,0,70
"6592","Peterborough","Non-Official & Non-Aboriginal languages","Tamil",75,30,0,125
"6593","Oshawa","Non-Official & Non-Aboriginal languages","Tamil",1770,1170,25,2390
"6594","Toronto","Non-Official & Non-Aboriginal languages","Tamil",109580,76095,1815,146145
"6595","Hamilton","Non-Official & Non-Aboriginal languages","Tamil",665,345,0,1015
"6596","St. Catharines - Niagara","Non-Official & Non-Aboriginal languages","Tamil",135,40,0,180
"6597","Kitchener - Cambridge - Waterloo","Non-Official & Non-Aboriginal languages","Tamil",735,360,0,1215
